tweet_id,favorite_count,retweet_count
733822306246479872,3815,1067
733482008106668032,3274,1003
733460102733135873,4376,1352
733109485275860992,51302,17810
732732193018155009,2539,565
732726085725589504,3672,932
732585889486888962,3832,818
732375214819057664,8422,2674
732005617171337216,15547,5780
731285275100512256,3626,1040
731156023742988288,3989,1349
730924654643314689,6374,2096
730573383004487680,5118,2279
730427201120833536,3606,1106
730211855403241472,3983,1118
730196704625098752,5083,2035
729854734790754305,4204,1192
729838605770891264,1772,408
729823566028484608,4148,1312
729463711119904772,6033,2449
729113531270991872,1959,348
728986383096946689,3279,864
728760639972315136,4866,1804
728751179681943552,2886,714
728653952833728512,3442,1095
728409960103686147,5108,2117
728387165835677696,3816,1014
728046963732717569,4473,1246
728035342121635841,4727,1762
728015554473250816,4256,1161
727685679342333952,3047,669
727644517743104000,6135,1849
727524757080539137,4647,1287
727314416056803329,3465,794
727286334147182592,3164,863
727175381690781696,4029,1456
727155742655025152,3792,1401
726935089318363137,7159,2591
726887082820554753,3989,1591
726828223124897792,3691,1060
726224900189511680,4583,1211
725842289046749185,7331,2805
725786712245440512,4323,1435
725729321944506368,5391,1883
725458796924002305,1464,656
724983749226668032,3862,1377
724771698126512129,2467,678
724405726123311104,5508,1740
724049859469295616,4490,1866
724046343203856385,2764,592
724004602748780546,4349,1663
723912936180330496,4054,1295
723688335806480385,7998,3151
723673163800948736,3141,941
723179728551723008,5497,1981
722974582966214656,4261,1660
722613351520608256,5154,1728
721503162398597120,4837,1977
721001180231503872,2625,652
720785406564900865,3236,812
720775346191278080,2574,714
720415127506415616,4292,1583
720389942216527872,6645,2654
720340705894408192,2973,1031
720059472081784833,4042,1187
720043174954147842,5101,2118
719991154352222208,5011,1845
719704490224398336,4728,1530
719551379208073216,5256,2035
719367763014393856,2904,782
719339463458033665,4581,1321
719332531645071360,3545,1006
718971898235854848,3622,1158
718939241951195136,5445,1863
718631497683582976,19618,8537
718613305783398402,2530,508
718540630683709445,2576,1071
718460005985447936,2798,555
718454725339934721,5054,1592
718246886998687744,2006,528
718234618122661888,4031,1063
717841801130979328,2545,624
717790033953034240,2994,1190
717537687239008257,5971,1940
717428917016076293,1673,478
717421804990701568,3266,886
717047459982213120,6513,2019
717009362452090881,3399,1028
716802964044845056,4448,1245
716791146589110272,6221,1514
716730379797970944,1281,454
716447146686459905,13607,6237
716439118184652801,2458,223
716285507865542656,2888,1146
716080869887381504,6984,2027
715928423106027520,3309,922
715758151270801409,3874,1506
715733265223708672,4848,1784
715704790270025728,2899,597
715696743237730304,4051,1356
715680795826982913,4494,1711
715360349751484417,5678,1663
715342466308784130,3149,720
715220193576927233,2511,689
715200624753819648,5320,1990
715009755312439296,4334,1308
714982300363173890,3900,1089
714962719905021952,7656,4510
714957620017307648,4293,1500
714631576617938945,3397,1059
714606013974974464,3769,976
714485234495041536,2821,1222
714258258790387713,3139,756
714251586676113411,3391,884
714214115368108032,2359,929
714141408463036416,4475,1485
713919462244790272,3404,819
713909862279876608,1991,571
713900603437621249,2949,779
713761197720473600,5071,1455
713411074226274305,4582,1367
713177543487135744,7487,2987
713175907180089344,4629,1537
712809025985978368,19317,7114
712717840512598017,12846,5282
712668654853337088,4316,1283
712438159032893441,5530,1653
712309440758808576,254,25
712097430750289920,3941,1097
712092745624633345,3056,944
712085617388212225,3372,509
712065007010385924,2348,662
711998809858043904,0,132
711968124745228288,8381,2445
711743778164514816,2952,1039
711732680602345472,9231,4363
711694788429553666,34174,19337
711652651650457602,4022,973
711363825979756544,3805,1199
711306686208872448,3446,771
711008018775851008,3114,651
710997087345876993,4735,1466
710844581445812225,2653,729
710833117892898816,2802,569
710658690886586372,2397,596
710609963652087808,4983,2491
710588934686908417,4727,1984
710296729921429505,2463,781
710283270106132480,2221,545
710272297844797440,4712,1329
710269109699739648,2492,1192
710153181850935296,3032,944
710140971284037632,2874,940
710117014656950272,5731,2110
709918798883774466,3109,1126
709901256215666688,702,105
709852847387627521,3650,1262
709566166965075968,3682,1272
709556954897764353,3428,1122
709519240576036864,1544,251
709449600415961088,2320,611
709409458133323776,2719,731
709225125749587968,2504,604
709207347839836162,13111,6183
709198395643068416,2513,674
709179584944730112,2092,710
709158332880297985,2121,444
709042156699303936,4944,1733
708853462201716736,1865,694
708845821941387268,3105,948
708834316713893888,1764,534
708810915978854401,17179,7348
708738143638450176,2856,864
708711088997666817,2658,764
708479650088034305,2656,711
708469915515297792,3218,865
708400866336894977,16672,10715
708356463048204288,3753,1410
708349470027751425,2443,779
708149363256774660,4453,1627
708130923141795840,3529,887
708119489313951744,2793,1035
708109389455101952,2011,574
708026248782585858,4547,2027
707995814724026368,3260,1186
707983188426153984,51,2
707969809498152960,2812,1026
707776935007539200,3419,1001
707741517457260545,2601,646
707738799544082433,4267,2625
707693576495472641,3580,1062
707629649552134146,2686,933
707610948723478529,17674,6784
707420581654872064,2372,730
707411934438625280,2379,630
707387676719185920,3649,1373
707377100785885184,3422,1144
707315916783140866,2578,678
707297311098011648,2883,836
707059547140169728,2690,713
707038192327901184,2280,842
707021089608753152,4244,1447
707014260413456384,2402,627
706904523814649856,15194,8292
706901761596989440,2149,634
706681918348251136,3464,1024
706644897839910912,2687,1158
706593038911545345,2246,664
706538006853918722,3598,1491
706516534877929472,3227,1096
706346369204748288,3593,972
706310011488698368,22304,8451
706291001778950144,1773,495
706265994973601792,2852,974
706169069255446529,4067,2356
706166467411222528,5365,1705
706153300320784384,1543,404
705975130514706432,3234,777
705970349788291072,3270,941
705898680587526145,2474,588
705786532653883392,2027,554
705591895322394625,3307,1220
705475953783398401,3077,974
705442520700944385,4634,1738
705428427625635840,3978,1786
705239209544720384,3118,789
705223444686888960,2685,853
705102439679201280,2241,538
705066031337840642,2261,639
704871453724954624,4439,1175
704859558691414016,2349,578
704847917308362754,5317,1628
704819833553219584,2748,1053
704761120771465216,6903,3071
704499785726889984,3054,1059
704491224099647488,794,84
704480331685040129,3535,1119
704364645503647744,8368,3765
704347321748819968,1658,367
704134088924532736,1573,494
704113298707505153,1929,594
704054845121142784,3039,964
703774238772166656,1910,492
703769065844768768,3424,1203
703631701117943808,2702,725
703611486317502464,4021,1601
703425003149250560,3959,1456
703407252292673536,2556,736
703382836347330562,3657,1197
703356393781329922,1996,408
703268521220972544,2050,574
703079050210877440,7721,3286
703041949650034688,27516,13292
702932127499816960,2699,761
702899151802126337,1681,479
702684942141153280,3361,1147
702671118226825216,2295,597
702598099714314240,12718,3633
702539513671897089,2994,1011
702332542343577600,3331,1649
702321140488925184,3423,1095
702276748847800320,2575,810
702217446468493312,5010,1418
701981390485725185,3596,1052
701952816642965504,3980,1082
701889187134500865,3697,1458
701805642395348998,3583,1791
701601587219795968,2180,484
701570477911896070,2935,989
701545186879471618,2774,650
701214700881756160,12748,5426
700890391244103680,2306,609
700864154249383937,2699,651
700847567345688576,2530,528
700796979434098688,2538,1012
700747788515020802,23846,9915
700518061187723268,2747,850
700505138482569216,2378,602
700462010979500032,4318,1909
700167517596164096,2757,790
700151421916807169,2332,705
700143752053182464,7852,2913
700062718104104960,2757,736
700029284593901568,2154,620
700002074055016451,3456,1422
699801817392291840,3192,1015
699788877217865730,2333,527
699779630832685056,2885,1319
699775878809702401,2040,640
699691744225525762,10697,4875
699446877801091073,6199,2769
699434518667751424,2258,537
699423671849451520,1433,349
699413908797464576,2163,652
699370870310113280,1963,462
699323444782047232,3303,915
699088579889332224,2335,666
699079609774645248,2558,694
699072405256409088,3132,1260
699060279947165696,3943,1915
699036661657767936,2719,1268
698989035503689728,3521,1041
698953797952008193,2818,958
698907974262222848,2645,660
698710712454139905,2578,724
698703483621523456,1516,402
698635131305795584,1345,360
698549713696649216,2425,655
698355670425473025,1950,480
698342080612007937,2358,1005
698262614669991936,4952,2128
698195409219559425,17492,6316
698178924120031232,2920,787
697995514407682048,1598,354
697990423684476929,3428,1374
697943111201378304,2499,727
697881462549430272,3143,1265
697630435728322560,1823,570
697616773278015490,3302,1073
697596423848730625,3163,1334
697575480820686848,2129,528
697516214579523584,2170,1199
697482927769255936,2520,712
697463031882764288,3551,1462
697270446429966336,4877,1974
697259378236399616,3425,1052
697255105972801536,3145,1229
697242256848379904,2622,707
696900204696625153,3323,1084
696894894812565505,2435,711
696886256886657024,5052,1904
696877980375769088,2542,752
696754882863349760,1538,377
696744641916489729,2155,991
696713835009417216,2470,681
696518437233913856,4070,1800
696490539101908992,1270,154
696488710901260288,2652,1092
696405997980676096,3351,1209
696100768806522880,2020,705
695816827381944320,3140,1237
695794761660297217,3324,826
695767669421768709,1956,791
695629776980148225,4761,2224
695446424020918272,4559,1921
695409464418041856,9015,3789
695314793360662529,3796,1555
695095422348574720,2753,651
695074328191332352,2968,1174
695064344191721472,1678,637
695051054296211456,2779,836
694925794720792577,2813,968
694905863685980160,2875,987
694669722378485760,37322,15338
694356675654983680,1571,305
694352839993344000,2132,660
694342028726001664,1643,512
694329668942569472,2093,530
694206574471057408,4369,2155
694183373896572928,3076,986
694001791655137281,3547,1091
693993230313091072,1952,428
693942351086120961,1807,388
693647888581312512,2821,626
693644216740769793,1404,134
693642232151285760,2649,438
693629975228977152,2558,844
693622659251335168,1615,389
693590843962331137,5286,2095
693582294167244802,1717,270
693486665285931008,1859,669
693280720173801472,3513,1312
693267061318012928,2496,863
693262851218264065,2330,529
693231807727280129,2994,777
693155686491000832,8235,3395
693109034023534592,1792,650
693095443459342336,1957,490
692919143163629568,2782,792
692905862751522816,2550,928
692901601640583168,1862,641
692894228850999298,2375,858
692828166163931137,3014,930
692752401762250755,7134,3851
692568918515392513,4543,1629
692535307825213440,3340,1441
692530551048294401,1931,440
692423280028966913,1543,243
692417313023332352,9750,3686
692187005137076224,2638,867
692158366030913536,2246,842
692142790915014657,1718,416
692041934689402880,3553,1352
692017291282812928,2990,1008
691820333922455552,4129,1760
691793053716221953,8472,4459
691756958957883396,3019,1085
691675652215414786,2030,535
691483041324204033,2480,598
691459709405118465,4241,1221
691444869282295808,2772,894
691416866452082688,20165,8129
691321916024623104,2689,701
691096613310316544,3090,936
691090071332753408,1789,356
690989312272396288,6165,3037
690959652130045952,3752,1332
690938899477221376,4308,2110
690932576555528194,3431,1084
690735892932222976,3946,1353
690728923253055490,2264,549
690690673629138944,2426,847
690649993829576704,1368,296
690607260360429569,304,17
690597161306841088,2050,639
690400367696297985,1959,479
690374419777196032,3409,913
690360449368465409,2759,948
690348396616552449,1573,548
690248561355657216,1754,437
690021994562220032,2913,1100
690015576308211712,2625,788
690005060500217858,3838,1792
689999384604450816,1493,396
689993469801164801,1530,481
689977555533848577,1432,475
689905486972461056,2539,734
689877686181715968,3164,1254
689835978131935233,2258,799
689661964914655233,3350,987
689659372465688576,10817,4114
689623661272240129,2333,681
689599056876867584,12147,5881
689557536375177216,2139,488
689517482558820352,3550,1519
689289219123089408,2357,996
689283819090870273,3436,1172
689280876073582592,2083,756
689275259254616065,1210,260
689255633275777024,2675,1150
689154315265683456,3203,1068
689143371370250240,2113,543
688916208532455424,2860,926
688908934925697024,2207,822
688898160958271489,2203,839
688894073864884227,2342,738
688828561667567616,1441,397
688804835492233216,1007,206
688789766343622656,2321,704
688547210804498433,2735,744
688519176466644993,2418,780
688385280030670848,9695,4722
688211956440801280,2329,881
688179443353796608,2210,620
688116655151435777,2956,829
688064179421470721,1807,381
687841446767013888,5717,2686
687826841265172480,2852,1195
687818504314159109,2617,1009
687807801670897665,2506,744
687732144991551489,1844,699
687704180304273409,2551,884
687664829264453632,2022,541
687494652870668288,1991,610
687480748861947905,1666,256
687476254459715584,2067,564
687460506001633280,2142,576
687399393394311168,1977,664
687317306314240000,20983,9705
687312378585812992,4557,2018
687127927494963200,5708,2434
687124485711986689,2264,533
687109925361856513,6074,2617
687102708889812993,2444,1051
687096057537363968,2350,642
686947101016735744,9007,3378
686760001961103360,3677,1462
686749460672679938,3631,1549
686730991906516992,4339,1273
686683045143953408,2937,851
686618349602762752,3858,1449
686606069955735556,1980,580
686394059078897668,1826,720
686386521809772549,3406,934
686377065986265092,2318,598
686358356425093120,2302,724
686286779679375361,4176,1770
686050296934563840,2304,776
686035780142297088,1209,129
686034024800862208,3258,1239
686007916130873345,2599,449
686003207160610816,1909,677
685973236358713344,2207,557
685943807276412928,1701,639
685906723014619143,7861,3098
685681090388975616,2126,134
685667379192414208,2449,608
685663452032069632,3404,1560
685641971164143616,3068,831
685547936038666240,34459,16689
685532292383666176,3177,1227
685325112850124800,9916,4233
685321586178670592,2766,684
685315239903100929,3503,1149
685307451701334016,2166,467
685268753634967552,3233,1280
685198997565345792,2433,706
685169283572338688,4281,1511
684969860808454144,2470,402
684959798585110529,7120,3330
684940049151070208,3362,1110
684926975086034944,3663,494
684914660081053696,3669,1559
684902183876321280,1965,564
684880619965411328,2200,871
684830982659280897,36597,22987
684800227459624960,2835,1060
684594889858887680,9332,3761
684588130326986752,4304,1494
684567543613382656,3149,1308
684538444857667585,2769,1012
684481074559381504,4054,1241
684460069371654144,2073,590
684241637099323392,8516,3519
684225744407494656,1290,227
684222868335505415,4006,1464
684200372118904832,2258,1096
684195085588783105,2003,551
684188786104872960,3636,1252
684177701129875456,2111,715
684147889187209216,3113,1591
684122891630342144,2086,502
684097758874210310,4289,1528
683857920510050305,3978,1188
683852578183077888,2016,371
683849932751646720,2740,1042
683834909291606017,2739,1183
683828599284170753,2926,1124
683773439333797890,3494,1443
683742671509258241,6788,3535
683515932363329536,7691,3103
683498322573824003,3315,1024
683481228088049664,2758,1060
683462770029932544,2536,712
683449695444799489,4064,1714
683391852557561860,7958,2535
683357973142474752,3071,998
683142553609318400,3018,1109
683111407806746624,3550,971
683098815881154561,2266,704
683078886620553216,2073,600
683030066213818368,2248,773
682962037429899265,38609,17746
682808988178739200,1850,192
682788441537560576,2579,1188
682750546109968385,1588,463
682697186228989953,1371,380
682662431982772225,3181,1150
682638830361513985,2148,644
682429480204398592,3584,1241
682406705142087680,7926,1877
682393905736888321,2341,728
682389078323662849,1738,496
682303737705140231,3213,1064
682259524040966145,4349,1288
682242692827447297,3395,1255
682088079302213632,19098,10527
682059653698686977,5179,1796
682047327939461121,3347,1028
682032003584274432,6875,2143
682003177596559360,3288,1634
681981167097122816,2916,1097
681891461017812993,2571,878
681694085539872773,13334,4313
681679526984871937,1841,478
681654059175129088,2751,987
681610798867845120,1991,504
681579835668455424,3699,1384
681523177663676416,14957,6176
681340665377193984,1713,297
681339448655802368,9704,4328
681320187870711809,2771,805
681302363064414209,4119,1944
681297372102656000,3344,1017
681281657291280384,3359,1172
681261549936340994,1517,291
681242418453299201,1564,573
681231109724700672,2504,514
681193455364796417,3871,1580
680970795137544192,2537,710
680959110691590145,4752,2129
680940246314430465,3362,1123
680934982542561280,2164,466
680913438424612864,2495,658
680889648562991104,1840,387
680836378243002368,3612,1412
680805554198020098,2255,705
680801747103793152,2468,878
680798457301471234,2983,1109
680609293079592961,2751,755
680583894916304897,3785,1433
680497766108381184,4417,2027
680494726643068929,1792,510
680473011644985345,2658,794
680440374763077632,1515,535
680221482581123072,1518,306
680206703334408192,2964,1253
680191257256136705,2232,536
680176173301628928,4067,1665
680161097740095489,2424,782
680145970311643136,3774,1860
680130881361686529,2382,1013
680115823365742593,2823,964
680100725817409536,3723,1453
680085611152338944,13331,9501
680070545539371008,2685,933
679877062409191424,2054,685
679872969355714560,2272,706
679862121895714818,2557,662
679854723806179328,2988,1308
679844490799091713,2471,811
679828447187857408,37788,14917
679777920601223168,3210,1186
679736210798047232,2172,842
679729593985699840,2255,870
679722016581222400,1728,497
679530280114372609,4962,2202
679527802031484928,2755,767
679511351870550016,3509,1347
679503373272485890,3276,1564
679475951516934144,2179,679
679462823135686656,33048,19996
679405845277462528,2473,1275
679158373988876288,22311,8594
679148763231985668,2879,1095
679132435750195208,3079,1229
679111216690831360,6196,2713
679062614270468097,17744,8706
679047485189439488,2341,719
679001094530465792,2936,1310
678991772295516161,2417,1250
678969228704284672,1704,488
678800283649069056,2679,956
678798276842360832,3612,1257
678774928607469569,2906,972
678767140346941444,3673,1449
678764513869611008,1704,504
678755239630127104,7411,3505
678740035362037760,3906,1799
678708137298427904,5781,2568
678675843183484930,2980,1570
678643457146150913,2130,448
678446151570427904,4148,1659
678424312106393600,5615,2685
678410210315247616,4396,1929
678399652199309312,82163,33632
678396796259975168,1649,444
678389028614488064,1938,442
678380236862578688,2530,963
678341075375947776,1792,568
678334497360859136,1349,275
678278586130948096,11883,6423
678255464182861824,1642,394
678023323247357953,2003,406
678021115718029313,14273,6746
677961670166224897,3540,1779
677918531514703872,1399,432
677895101218201600,5012,2222
677716515794329600,3165,1020
677700003327029250,3513,1527
677698403548192770,1271,336
677687604918272002,2567,892
677673981332312066,3456,1580
677662372920729601,2020,1025
677644091929329666,1929,840
677573743309385728,2217,763
677565715327688705,1338,483
677557565589463040,2521,1224
677547928504967168,7170,3840
677530072887205888,1114,239
677335745548390400,3143,1883
677334615166730240,1403,308
677331501395156992,1131,247
677328882937298944,3753,1578
677314812125323265,1693,565
677301033169788928,1281,433
677269281705472000,2067,742
677228873407442944,3660,1725
677187300187611136,2815,972
676975532580409345,2868,1129
676957860086095872,2291,849
676949632774234114,1346,419
676948236477857792,2245,917
676946864479084545,1764,397
676942428000112642,2139,797
676936541936185344,13124,5164
676916996760600576,3061,1890
676897532954456065,2329,761
676864501615042560,2165,745
676821958043033607,23799,16414
676819651066732545,1859,699
676811746707918848,1456,444
676776431406465024,5154,2105
676617503762681856,2988,1033
676613908052996102,1122,206
676606785097199616,1940,459
676603393314578432,1202,404
676593408224403456,4720,2266
676590572941893632,944,133
676588346097852417,2401,838
676582956622721024,1239,291
676575501977128964,2673,1174
676533798876651520,1938,583
676496375194980353,1565,560
676470639084101634,11950,4895
676440007570247681,1774,695
676430933382295552,1437,361
676263575653122048,2138,578
676237365392908289,1263,306
676219687039057920,77083,32461
676215927814406144,1791,612
676191832485810177,2348,1077
676146341966438401,1979,697
676121918416756736,2215,1213
676101918813499392,2897,1212
676098748976615425,3095,1508
676089483918516224,1355,451
675898130735476737,1675,597
675891555769696257,2188,906
675888385639251968,2440,1004
675878199931371520,4283,1459
675870721063669760,1687,599
675853064436391936,2763,1357
675849018447167488,969,156
675845657354215424,2346,930
675822767435051008,1566,558
675820929667219457,1079,240
675798442703122432,10519,3536
675781562965868544,1664,495
675740360753160193,1198,363
675710890956750848,1940,862
675707330206547968,2034,727
675706639471788032,662,102
675534494439489536,1865,435
675531475945709568,1214,402
675522403582218240,1070,298
675517828909424640,1331,477
675501075957489664,17556,6055
675497103322386432,3217,1351
675489971617296384,1335,623
675483430902214656,1892,1014
675432746517426176,1560,593
675372240448454658,1736,529
675362609739206656,1073,237
675354435921575936,33628,17917
675349384339542016,4003,2351
675334060156301312,2847,1346
675166823650848770,3699,1676
675153376133427200,6434,2722
675149409102012420,3828,1753
675147105808306176,966,250
675146535592706048,1221,327
675145476954566656,2187,940
675135153782571009,1325,513
675113801096802304,1995,814
675111688094527488,986,264
675109292475830276,2863,1181
675047298674663426,1086,342
675015141583413248,2779,1247
675006312288268288,1008,236
675003128568291329,1591,490
674999807681908736,2292,1142
674805413498527744,878,368
674800520222154752,3068,892
674793399141146624,2556,1133
674790488185167872,1128,260
674788554665512960,826,218
674781762103414784,2039,1250
674774481756377088,1146,494
674767892831932416,1861,819
674764817387900928,799,247
674754018082705410,1392,466
674752233200820224,1491,483
674743008475090944,1433,575
674742531037511680,499,53
674739953134403584,1133,410
674737130913071104,661,96
674690135443775488,1172,484
674670581682434048,1643,676
674664755118911488,944,264
674646392044941312,1462,516
674644256330530816,1050,277
674638615994089473,1717,601
674632714662858753,1533,598
674606911342424069,957,102
674468880899788800,6342,2133
674447403907457024,1087,368
674436901579923456,1135,407
674422304705744896,1465,555
674416750885273600,694,145
674410619106390016,1222,482
674394782723014656,1528,594
674372068062928900,863,322
674330906434379776,572,76
674318007229923329,1440,531
674307341513269249,11541,7194
674291837063053312,15014,6093
674271431610523648,1595,753
674269164442398721,914,232
674265582246694913,1671,877
674262580978937856,1324,468
674255168825880576,1492,574
674082852460433408,767,176
674075285688614912,995,298
674063288070742018,6481,2284
674053186244734976,3379,1341
674051556661161984,1469,499
674045139690631169,1441,658
674042553264685056,735,132
674038233588723717,1123,425
674036086168010753,860,219
674024893172875264,1814,1266
674019345211760640,1154,309
674014384960745472,1584,667
674008982932058114,1214,366
673956914389192708,1982,997
673919437611909120,1187,378
673906403526995968,3238,1664
673887867907739649,945,257
673716320723169284,3122,783
673715861853720576,3595,2153
673711475735838725,1052,304
673709992831262724,859,283
673708611235921920,1094,299
673707060090052608,1111,403
673705679337693185,1273,411
673700254269775872,1461,591
673697980713705472,3859,2012
673689733134946305,1763,667
673688752737402881,1280,506
673686845050527744,1460,450
673680198160809984,1388,481
673662677122719744,1273,370
673656262056419329,725,248
673636718965334016,1126,371
673612854080196609,1611,741
673583129559498752,1209,378
673580926094458881,845,274
673576835670777856,1402,576
673363615379013632,1039,312
673359818736984064,1477,687
673355879178194945,1512,596
673352124999274496,1677,549
673350198937153538,755,218
673345638550134785,2554,1315
673343217010679808,984,278
673342308415348736,1294,603
673320132811366400,13669,8170
673317986296586240,882,266
673295268553605120,7627,3249
673270968295534593,1077,377
673240798075449344,1436,750
673213039743795200,2284,869
673148804208660480,1714,648
672997845381865473,1994,738
672995267319328768,971,307
672988786805112832,992,301
672984142909456390,1266,557
672980819271634944,1840,1029
672975131468300288,1705,937
672970152493887488,957,365
672968025906282496,1330,559
672964561327235073,1434,656
672902681409806336,1386,518
672898206762672129,912,432
672884426393653248,1572,851
672877615439593473,1045,379
672834301050937345,1330,583
672828477930868736,1268,505
672640509974827008,983,329
672622327801233409,1310,506
672614745925664768,1234,599
672609152938721280,1127,399
672604026190569472,1126,408
672594978741354496,1339,622
672591762242805761,961,342
672591271085670400,738,188
672538107540070400,1039,376
672523490734551040,648,175
672488522314567680,1123,449
672482722825261057,1149,618
672481316919734272,724,128
672475084225949696,1445,716
672466075045466113,1366,552
672272411274932228,6527,3475
672267570918129665,1518,629
672264251789176834,1156,346
672256522047614977,2844,1593
672254177670729728,1449,760
672248013293752320,1740,625
672245253877968896,696,162
672239279297454080,906,329
672231046314901505,1857,1040
672222792075620352,793,216
672205392827572224,2286,1181
672169685991993344,1034,377
672160042234327040,883,366
672139350159835138,1767,730
672125275208069120,2436,1167
672095186491711488,1008,374
672082170312290304,949,374
672068090318987265,1302,526
671896809300709376,8567,4255
671891728106971137,1345,585
671882082306625538,3504,1408
671879137494245376,1441,700
671874878652489728,1259,570
671866342182637568,1133,512
671855973984772097,915,456
671789708968640512,7128,3573
671768281401958400,1204,538
671763349865160704,1706,946
671744970634719232,1358,789
671743150407421952,748,236
671735591348891648,1468,776
671729906628341761,8598,4451
671561002136281088,12962,7391
671550332464455680,927,212
671547767500775424,1365,610
671544874165002241,2004,1070
671542985629241344,1103,575
671538301157904385,936,404
671536543010570240,1191,420
671533943490011136,1032,591
671528761649688577,851,265
671520732782923777,1416,538
671518598289059840,961,298
671511350426865664,1627,740
671504605491109889,7105,3622
671497587707535361,930,454
671488513339211776,1021,479
671486386088865792,582,209
671485057807351808,767,236
671390180817915904,1438,748
671362598324076544,1122,299
671357843010908160,406,150
671355857343524864,486,116
671347597085433856,968,439
671186162933985280,746,218
671182547775299584,1137,352
671166507850801152,887,360
671163268581498880,1681,1133
671159727754231808,379,84
671154572044468225,723,225
671151324042559489,676,158
671147085991960577,683,230
671141549288370177,1176,670
671138694582165504,939,414
671134062904504320,760,199
671122204919246848,3538,2580
671115716440031232,1379,792
671109016219725825,1160,449
670995969505435648,1118,299
670842764863651840,24871,8927
670840546554966016,601,198
670838202509447168,1129,711
670833812859932673,454,128
670832455012716544,742,224
670826280409919488,5620,4146
670823764196741120,786,197
670822709593571328,619,99
670815497391357952,3208,1573
670811965569282048,1144,275
670807719151067136,1170,501
670804601705242624,1993,980
670803562457407488,347,88
670797304698376195,744,243
670792680469889025,839,285
670789397210615808,671,246
670786190031921152,610,205
670783437142401025,832,405
670782429121134593,1587,789
670780561024270336,793,296
670778058496974848,331,74
670764103623966721,1086,432
670755717859713024,448,114
670733412878163972,977,524
670727704916926465,835,369
670717338665226240,1222,507
670704688707301377,775,379
670691627984359425,596,249
670679630144274432,757,290
670676092097810432,251,44
670668383499735048,10834,5150
670474236058800128,1540,777
670468609693655041,357,86
670465786746662913,980,564
670452855871037440,554,213
670449342516494336,1206,683
670444955656130560,6794,2027
670442337873600512,649,202
670435821946826752,1067,528
670434127938719744,1419,660
670433248821026816,332,114
670428280563085312,1404,642
670427002554466305,525,167
670421925039075328,1326,648
670420569653809152,633,322
670417414769758208,575,325
670411370698022913,2045,920
670408998013820928,563,230
670403879788544000,439,161
670385711116361728,567,217
670374371102445568,754,276
670361874861563904,332,69
670338931251150849,429,113
670319130621435904,3903,1246
670303360680108032,433,139
670290420111441920,712,293
670093938074779648,1038,342
670086499208155136,704,259
670079681849372674,2245,1269
670073503555706880,1590,808
670069087419133954,634,249
670061506722140161,775,350
670055038660800512,678,338
670046952931721218,651,181
670040295598354432,764,115
670037189829525505,592,285
670003130994700288,336,95
669993076832759809,328,86
669972011175813120,450,165
669970042633789440,306,62
669942763794931712,512,168
669926384437997569,380,106
669923323644657664,238,58
669753178989142016,824,409
669749430875258880,270,66
669684865554620416,525,91
669683899023405056,393,112
669682095984410625,355,136
669680153564442624,676,295
669661792646373376,810,449
669625907762618368,3567,1851
669603084620980224,956,368
669597912108789760,519,152
669583744538451968,1508,943
669573570759163904,441,143
669571471778410496,1607,1040
669567591774625800,240,56
669564461267722241,391,127
669393256313184256,372,78
669375718304980992,1350,748
669371483794317312,504,184
669367896104181761,471,161
669363888236994561,632,233
669359674819481600,373,127
669354382627049472,2741,1296
669353438988365824,651,266
669351434509529089,444,192
669328503091937280,1025,424
669327207240699904,583,119
669324657376567296,503,213
669216679721873412,1203,412
669214165781868544,444,170
669203728096960512,1015,489
669037058363662336,663,320
669015743032369152,750,381
669006782128353280,583,256
669000397445533696,21103,6500
668994913074286592,445,236
668992363537309700,749,355
668989615043424256,686,335
668988183816871936,905,481
668986018524233728,562,172
668981893510119424,544,316
668979806671884288,803,355
668975677807423489,1316,593
668967877119254528,146,25
668960084974809088,710,244
668955713004314625,283,73
668932921458302977,269,59
668902994700836864,320,103
668892474547511297,397,154
668872652652679168,533,307
668852170888998912,459,171
668826086256599040,439,141
668815180734689280,580,278
668779399630725120,711,379
668655139528511488,541,222
668645506898350081,904,543
668643542311546881,890,541
668641109086707712,1087,549
668636665813057536,1053,500
668633411083464705,2847,1683
668631377374486528,727,325
668627278264475648,322,118
668625577880875008,393,138
668623201287675904,1443,789
668620235289837568,205,43
668614819948453888,620,321
668587383441514497,1687,1097
668567822092664832,247,57
668544745690562560,521,232
668542336805281792,466,220
668537837512433665,254,77
668528771708952576,465,232
668507509523615744,330,111
668496999348633600,419,135
668484198282485761,433,240
668480044826800133,465,152
668466899341221888,892,526
668297328638447616,627,302
668291999406125056,248,32
668286279830867968,508,140
668274247790391296,833,235
668268907921326080,559,243
668256321989451776,1316,629
668248472370458624,1002,499
668237644992782336,6269,2903
668226093875376128,302,105
668221241640230912,512,200
668204964695683073,558,199
668190681446379520,661,199
668171859951755264,498,199
668154635664932864,502,322
668142349051129856,571,289
668113020489474048,672,247
667937095915278337,1278,802
667924896115245057,304,113
667915453470232577,210,57
667911425562669056,495,309
667902449697558528,858,381
667886921285246976,1902,1111
667885044254572545,823,498
667878741721415682,395,122
667873844930215936,630,414
667866724293877760,3018,1048
667861340749471744,244,78
667832474953625600,291,63
667806454573760512,1061,503
667801013445750784,329,97
667793409583771648,702,335
667782464991965184,410,246
667773195014021121,237,57
667766675769573376,444,220
667728196545200128,378,152
