tweet_id,favorite_count,retweet_count
839990271299457024,13983,2439
839549326359670784,28703,8277
839290600511926273,0,152
839239871831150596,28384,6959
838952994649550848,20462,4232
838921590096166913,11653,2211
838916489579200512,0,36
838831947270979586,0,11773
838561493054533637,11397,1410
838476387338051585,23579,5124
838201503651401729,0,10748
838150277551247360,1754,353
838085839343206401,147,0
838083903487373313,18403,3364
837820167694528512,35734,8375
837482249356513284,4003,469
837471256429613056,13348,2445
837366284874571778,22098,5651
837110210464448512,16742,2550
836989968035819520,13296,2457
836753516572119041,20101,4925
836677758902222849,13191,2371
836648853927522308,0,583
836397794269200385,0,29532
836380477523124226,15411,3164
836260088725786625,22226,4584
836001077879255040,19984,4583
835685285446955009,0,8708
835574547218894849,18633,3871
835536468978302976,0,1820
835309094223372289,0,22479
835297930240217089,17190,3207
835264098648616962,8098,1820
835246439529840640,2190,77
835172783151792128,27345,6136
835152434251116546,23520,3230
834931633769889797,11330,1765
834786237630337024,22197,5880
834574053763584002,14326,2710
834477809192075265,0,11427
834458053273591808,10064,1794
834209720923721728,21582,5121
834167344700198914,16513,3893
834089966724603904,10525,2273
834086379323871233,13692,2374
833863086058651648,14045,2573
833826103416520705,18850,3994
833732339549220864,0,231
833722901757046785,21712,3439
833479644947025920,15581,2215
833124694597443584,21167,5180
832998151111966721,13932,2372
832769181346996225,0,40
832757312314028032,17648,3882
832682457690300417,12448,3146
832645525019123713,3058,555
832636094638288896,16615,2990
832397543355072512,12526,2386
832369877331693569,18013,3423
832273440279240704,11863,2502
832215909146226688,0,6648
832215726631055365,0,10073
832088576586297345,69,2
832040443403784192,0,10419
832032802820481025,18705,4976
831939777352105988,25178,6578
831926988323639298,359,35
831911600680497154,29035,7003
831670449226514432,10974,1946
831650051525054464,7543,2080
831552930092285952,9444,2462
831322785565769729,9681,1642
831315979191906304,6863,1197
831309418084069378,12321,2624
831262627380748289,12517,2201
830956169170665475,8363,1609
830583320585068544,70278,18082
830173239259324417,0,6134
830097400375152640,10332,3220
829878982036299777,0,5401
829861396166877184,12858,2103
829501995190984704,33399,11427
829449946868879360,11001,2185
829374341691346946,36399,10014
829141528400556032,25761,7980
829011960981237760,55746,17479
828801551087042563,0,3660
828770345708580865,26902,6319
828708714936930305,38515,12099
828650029636317184,9993,1450
828409743546925057,6620,1240
828408677031882754,8058,1384
828381636999917570,13288,2401
828376505180889089,7768,1147
828372645993398273,13209,3178
828361771580813312,2308,183
828046555563323392,12375,3087
828011680017821696,10903,2315
827933404142436356,21205,5631
827653905312006145,16229,3242
827600520311402496,7795,1022
827324948884643840,16713,3304
827199976799354881,11133,2419
826958653328592898,22745,5401
826848821049180160,38431,11018
826615380357632002,0,4269
826598799820865537,5384,272
826598365270007810,10616,2534
826476773533745153,19416,4531
826240494070030336,13999,2796
826204788643753985,5151,1006
826115272272650244,16509,3392
825876512159186944,11039,2022
825829644528148480,13431,2687
825535076884762624,54958,18576
825147591692263424,19319,4944
825120256414846976,0,1378
825026590719483904,6703,1378
824796380199809024,0,5948
824775126675836928,15818,3802
824663926340194305,10642,1878
824325613288833024,12449,11234
824297048279236611,15895,4186
824025158776213504,5037,637
823939628516474880,11235,2933
823719002937630720,0,12134
823699002998870016,13301,2616
823581115634085888,13782,2863
823333489516937216,735,27
823322678127919110,16639,4348
823269594223824897,0,10661
822975315408461824,18273,3726
822872901745569793,139947,47470
822859134160621569,13987,2475
822647212903690241,0,6937
822610361945911296,15626,3220
822489057087389700,19211,6937
822462944365645825,30119,15867
822244816520155136,37041,10661
822163064745328640,0,5205
821886076407029760,12005,2539
821813639212650496,0,3623
821765923262631936,8905,1808
821522889702862852,8494,1923
821421320206483457,0,6064
821407182352777218,12460,4710
821153421864615936,267,10
821149554670182400,9228,2188
821107785811234820,10148,2308
821044531881721856,13415,2485
820837357901512704,0,7277
820749716845686786,33418,10748
820690176645140481,12915,3490
820494788566847489,0,613
820446719150292993,0,2807
820314633777061888,3531,613
820078625395449857,20999,6830
820013781606658049,0,1283
819952236453363712,5635,1283
819924195358416896,13631,5250
819711362133872643,14257,3398
819588359383371776,10138,2138
819347104292290561,7652,1313
819238181065359361,2420,438
819227688460238848,24463,7277
819015337530290176,0,39898
819015331746349057,0,20562
819006400881917954,47890,20562
819004803107983360,91879,39898
818646164899774465,0,22672
818627210458333184,23533,8100
818614493328580609,10461,2807
818588835076603904,0,6675
818536468981415936,11565,2694
818307523543449600,0,8833
818259473185828864,11693,2483
818145370475810820,13026,2823
817908911860748288,5135,859
817827839487737858,54995,29532
817777686764523521,11353,2908
817536400337801217,12533,3303
817502432452313088,0,3686
817423860136083457,36263,16264
817415592588222464,5957,1046
817181837579653120,0,9240
817171292965273600,9260,2194
817120970343411712,12920,2848
817056546584727552,9106,1800
816829038950027264,0,5130
816816676327063552,10611,2211
816697700272001025,10415,2400
816450570814898180,32472,8833
816336735214911488,9131,2126
816091915477250048,9485,2349
816062466425819140,0,1133
816014286006976512,0,5780
815990720817401858,5311,1133
815966073409433600,23835,9240
815745968457060357,0,4501
815736392542261248,10460,2474
815639385530101762,8727,1791
815390420867969024,11006,4150
814986499976527872,8121,1407
814638523311648768,11980,2953
814578408554463233,0,6316
814530161257443328,9204,2024
814153002265309185,30598,9458
813944609378369540,0,3480
813910438903693312,9887,2047
813812741911748608,38675,15278
813800681631023104,8875,1918
813217897535406080,19861,7965
813202720496779264,9769,1960
813187593374461952,21090,4763
813172488309972993,9921,2085
813157409116065792,8261,2417
813142292504645637,8973,2568
813130366689148928,4754,485
813127251579564032,12618,3410
813112105746448384,10991,3005
813096984823349248,11212,3923
813081950185472002,10512,3021
813066809284972545,8473,2115
813051746834595840,22299,7993
812781120811126785,8076,2087
812709060537683968,7050,1556
812503143955202048,6466,1328
812466873996607488,8499,2104
812372279581671427,14577,4003
811985624773361665,7729,1536
811744202451197953,8038,1750
811647686436880384,5939,809
811627233043480576,13622,3403
811386762094317568,22272,6973
810984652412424192,5675,1561
810896069567610880,9634,1954
810657578271330305,11683,2890
810284430598270976,37739,12433
810254108431155201,15637,3660
809920764300447744,16500,4269
809808892968534016,0,5343
809448704142938112,7382,1603
809220051211603969,21227,6134
809084759137812480,14070,3827
808838249661788160,10765,3321
808733504066486276,8426,2370
808501579447930884,12012,2841
808344865868283904,45278,22672
808134635716833280,0,6499
808106460588765185,9319,2400
808001312164028416,13395,3863
807621403335917568,15519,4013
807106840509214720,126612,60717
807059379405148160,0,8001
807010152071229440,13914,4187
806629075125202948,80101,38066
806620845233815552,0,6028
806576416489959424,5168,2097
806542213899489280,10886,2578
806242860592926720,0,12742
806219024703037440,6850,1303
805958939288408065,0,5882
805932879469572096,8813,2089
805826884734976000,7016,2002
805823200554876929,0,8787
805520635690676224,6122,1798
805487436403003392,9346,2769
805207613751304193,8316,1863
804738756058218496,14639,4204
804475857670639616,6546,2198
804413760345620481,0,3526
804026241225523202,47584,17740
803773340896923648,10717,3030
803692223237865472,0,8129
803638050916102144,11706,4516
803380650405482500,8276,2025
803321560782307329,0,5800
803276597545603072,10695,2694
802952499103731712,9633,2199
802624713319034886,0,3200
802600418706604034,7590,1609
802572683846291456,9529,2735
802323869084381190,17318,6369
802265048156610565,7044,1492
802239329049477120,9680,2848
802185808107208704,0,290
801958328846974976,8230,1868
801854953262350336,1878,256
801538201127157760,8743,2243
801285448605831168,6457,914
801167903437357056,26150,6499
801127390143516673,0,4336
801115127852503040,8623,2284
800859414831898624,736,105
800855607700029440,0,1777
800751577355128832,11208,3034
800513324630806528,14024,3286
800459316964663297,10099,2356
800443802682937345,0,4717
800388270626521089,11896,3073
800188575492947969,0,4313
800141422401830912,16348,2807
800018252395122689,30307,14396
799774291445383169,0,5117
799757965289017345,8974,2363
799422933579902976,8589,2093
799308762079035393,0,6032
799297110730567681,10579,3027
799063482566066176,8622,2695
798933969379225600,14044,4892
798925684722855936,7945,1565
798705661114773508,0,7211
798701998996647937,0,8537
798697898615730177,0,7114
798694562394996736,0,5426
798686750113755136,0,2535
798682547630837760,0,5164
798673117451325440,0,6055
798665375516884993,0,4255
798644042770751489,0,2027
798628517273620480,0,2151
798585098161549313,0,6240
798576900688019456,0,6394
798340744599797760,0,3669
798209839306514432,11080,2798
797971864723324932,12437,3436
797545162159308800,15485,5305
797236660651966464,21327,7255
797165961484890113,246,29
796904159865868288,0,9705
796865951799083009,8183,2085
796759840936919040,12667,3350
796563435802726400,0,7982
796484825502875648,8088,1928
796387464403357696,11745,4563
796177847564038144,0,15672
796149749086875649,34528,15672
796125600683540480,5278,1954
796116448414461957,9714,2648
796080075804475393,9032,2535
796031486298386433,11543,4023
795464331001561088,53189,26058
795400264262053889,10778,3142
795076730285391872,17334,5948
794983741416415232,0,3690
794926597468000259,10982,2522
794355576146903043,0,11248
794332329137291264,10227,2901
794205286408003585,9831,3623
793962221541933056,17953,5343
793845145112371200,9834,2054
793614319594401792,0,3417
793601777308463104,8515,1787
793500921481273345,11421,2603
793286476301799424,26272,10073
793271401113350145,9235,2591
793256262322548741,21349,9132
793241302385262592,11230,3584
793226087023144960,10502,3128
793210959003287553,9536,3075
793195938047070209,16318,6154
793180763617361921,7405,2181
793165685325201412,10042,3042
793150605191548928,6588,1869
793135492858580992,6910,2729
793120401413079041,13553,4278
792913359805018113,15314,4390
792883833364439040,12076,4681
792773781206999040,7841,1834
792394556390137856,14358,4690
792050063153438720,7657,1973
791821351946420224,0,22987
791784077045166082,0,10526
791780927877898241,0,4162
791774931465953280,48227,24286
791672322847637504,12554,3417
791406955684368384,14005,4501
791312159183634433,9390,2776
791026214425268224,0,4494
790987426131050500,10554,2338
790946055508652032,17731,5130
790723298204217344,0,2533
790698755171364864,8746,2086
790581949425475584,22061,7860
790337589677002753,8348,2042
790277117346975746,13392,3480
790227638568808452,0,3907
789986466051088384,9858,2533
789960241177853952,0,4516
789903600034189313,11095,4509
789628658055020548,8015,1948
789599242079838210,7226,2117
789530877013393408,12547,3690
789314372632018944,9194,2518
789280767834746880,0,5399
789268448748703744,9734,2819
789137962068021249,10361,3055
788908386943430656,29257,13525
788765914992902144,29280,11248
788552643979468800,0,7863
788412144018661376,16647,5785
788178268662984705,7714,2307
788150585577050112,6556,1424
788070120937619456,0,3735
788039637453406209,6553,1444
787810552592695296,9248,3337
787717603741622272,10903,3036
787397959788929025,11570,3096
787322443945877504,8311,1908
787111942498508800,0,7335
786963064373534720,28350,8708
786729988674449408,0,2631
786709082849828864,19372,6648
786664955043049472,11373,2787
786595970293370880,10040,3373
786363235746385920,11617,3817
786286427768250368,8481,3116
786233965241827333,16308,5205
786051337297522688,1536,168
786036967502913536,0,7703
785927819176054784,12112,3453
785872687017132033,7121,1988
785639753186217984,8328,2419
785533386513321988,9698,2185
785515384317313025,6503,1370
785264754247995392,7742,1780
785170936622350336,12890,5298
784826020293709826,10796,3526
784517518371221505,9552,2768
784431430411685888,6062,1397
784183165795655680,21428,8787
784057939640352768,31828,12134
783839966405230592,31992,11773
783821107061198850,7828,2130
783695101801398276,11124,3515
783466772167098368,8998,2454
783391753726550016,17946,5992
783347506784731136,0,6093
783334639985389568,31092,12742
783085703974514689,8656,2418
782969140009107456,25672,8001
782747134529531904,7938,1517
782722598790725632,18393,5882
782598640137187329,8273,2037
782305867769217024,17729,6064
782021823840026624,0,6784
781955203444699136,11821,3660
781661882474196992,11103,2948
781655249211752448,4258,1217
781524693396357120,22065,6028
781308096455073793,7571,2768
781251288990355457,8970,2284
781163403222056960,10385,2977
780931614150983680,23005,7982
780858289093574656,7659,2179
780800785462489090,5847,1414
780601303617732608,12846,3623
780543529827336192,6703,1880
780496263422808064,0,4033
780476555013349377,0,126
780459368902959104,5620,1162
780192070812196864,9257,2430
780092040432480260,0,2502
780074436359819264,13014,5422
779834332596887552,20167,7703
779377524342161408,9374,3383
779124354206535695,0,19996
779123168116150273,12542,3960
779056095788752897,15724,4914
778990705243029504,21269,7888
778774459159379968,0,10834
778764940568104960,912,399
778748913645780993,7331,1444
778650543019483137,6118,1622
778624900596654080,4933,1095
778408200802557953,14505,4717
778396591732486144,0,13292
778383385161035776,6204,1202
778286810187399168,11038,3581
778039087836069888,8996,2855
778027034220126208,6954,1761
777953400541634568,0,3824
777885040357281792,6760,1781
777684233540206592,11914,3200
777641927919427584,0,4608
777621514455814149,9307,2701
777189768882946048,15217,4692
776819012571455488,0,14917
776813020089548800,5176,1315
776477788987613185,9381,3026
776249906839351296,0,9915
776218204058357768,31854,17310
776201521193218049,10181,2730
776113305656188928,12456,4717
776088319444877312,1938,165
775898661951791106,0,17810
775842724423557120,12427,2895
775733305207554048,14685,4336
775729183532220416,13707,4952
775364825476165632,7872,3224
775350846108426240,10767,4229
775085132600442880,16486,5117
774757898236878852,9070,1916
774639387460112384,7119,1870
774314403806253056,23073,6032
773985732834758656,11376,4194
773922284943896577,6778,1873
773704687002451968,6990,1757
773670353721753600,5635,1399
773547596996571136,23420,6675
773336787167145985,0,5511
773308824254029826,24638,8081
773247561583001600,9976,3482
773191612633579521,10582,4446
772877495989305348,9087,4191
772826264096874500,8463,2526
772615324260794368,0,3647
772581559778025472,6861,1823
772193107915964416,6369,1497
772152991789019136,4002,1210
772117678702071809,3979,796
772114945936949249,2877,511
772102971039580160,4241,1003
771908950375665664,6967,2049
771770456517009408,12702,3669
771500966810099713,8766,2840
771380798096281600,11137,5511
771171053431250945,0,8170
771136648247640064,9713,3173
771102124360998913,6605,1554
771014301343748096,7275,1790
771004394259247104,0,236
770787852854652928,5237,1316
770772759874076672,5491,1527
770655142660169732,7744,1883
770414278348247044,6658,2232
770293558247038976,6601,1607
770093767776997377,0,3277
770069151037685760,8028,2486
769940425801170949,33267,10419
769695466921623552,6752,1787
769335591808995329,0,8292
769212283578875904,5708,1846
768970937022709760,15243,7064
768909767477751808,0,2913
768855141948723200,4432,958
768609597686943744,4350,1306
768596291618299904,5301,1379
768554158521745409,0,6288
768473857036525572,14417,3701
768193404517830656,11535,3824
767884188863397888,5020,1514
767754930266464257,16934,5800
767500508068192258,7899,2518
767191397493538821,12968,4104
767122157629476866,10708,3069
766864461642756096,0,6092
766793450729734144,5359,1464
766714921925144576,2756,419
766693177336135680,4254,851
766423258543644672,6362,1721
766313316352462849,7171,2029
766078092750233600,0,2805
766069199026450432,4516,925
766008592277377025,3959,532
765719909049503744,7651,2314
765669560888528897,5488,1314
765395769549590528,27944,3663
765371061932261376,7497,2331
765222098633691136,12278,3647
764857477905154048,6787,1906
764259802650378240,6389,1633
763956972077010945,784,58
763837565564780549,13310,4494
763183847194451968,5704,1583
763167063695355904,0,3249
763103485927849985,7772,2458
762699858130116608,12839,3907
762471784394268675,11903,6974
762464539388485633,10887,4516
762316489655476224,5085,1212
762035686371364864,33778,16810
761976711479193600,5697,2177
761750502866649088,0,4233
761745352076779520,4485,925
761672994376806400,52347,31261
761599872357261312,4356,1266
761371037149827077,0,19337
761334018830917632,5486,1562
761292947749015552,4712,1181
761227390836215808,5603,1674
761004547850530816,11935,3735
760893934457552897,4031,1047
760656994973933572,6967,2073
760641137271070720,5225,1388
760539183865880579,7995,3904
760521673607086080,4461,1504
760290219849637889,28320,12362
760252756032651264,4152,930
760190180481531904,6007,1944
760153949710192640,0,34
759943073749200896,6257,2250
759923798737051648,15472,6092
759846353224826880,7076,2131
759793422261743616,6287,2043
759566828574212096,0,22704
759557299618865152,4952,1263
759447681597108224,8948,2631
759446261539934208,1762,521
759197388317847553,6380,2092
759159934323924993,0,1246
759099523532779520,15312,4488
759047813560868866,6857,2175
758854675097526272,3740,960
758828659922702336,11765,4117
758740312047005698,6037,1727
758474966123810816,4026,1068
758467244762497024,5066,2393
758405701903519748,5482,2076
758355060040593408,3616,1164
758099635764359168,20227,10834
758041019896193024,2851,402
757741869644341248,7256,3495
757729163776290825,0,8706
757725642876129280,4783,1304
757611664640446465,4803,1200
757597904299253760,0,314
757596066325864448,4581,1137
757400162377592832,15952,7348
757393109802180609,6145,1878
757354760399941633,4755,1531
756998049151549440,6606,2130
756939218950160384,7002,2161
756651752796094464,5326,1405
756526248105566208,10939,3876
756303284449767430,4153,1162
756288534030475264,45093,18767
756275833623502848,6763,1632
755955933503782912,7721,3104
755206590534418437,17333,5788
755110668769038337,22353,11892
754874841593970688,0,8594
754856583969079297,7234,2715
754747087846248448,2705,557
754482103782404096,5579,2095
754449512966619136,3939,786
754120377874386944,8244,2507
753655901052166144,6151,2330
753420520834629632,8341,3829
753398408988139520,6073,2065
753375668877008896,8025,2502
753298634498793472,0,6176
753294487569522689,3568,1118
753039830821511168,39073,22480
753026973505581056,4096,1047
752932432744185856,13300,7335
752917284578922496,7252,1687
752701944171524096,0,3103
752682090207055872,6288,1721
752660715232722944,4635,1688
752568224206688256,5808,2453
752519690950500352,7749,3701
752334515931054080,4013,1182
752309394570878976,0,17917
752173152931807232,6254,1979
751950017322246144,3230,999
751937170840121344,5479,1443
751830394383790080,6099,2102
751793661361422336,6165,3120
751598357617971201,8302,3262
751583847268179968,4623,1191
751538714308972544,5293,1355
751456908746354688,3367,1071
751251247299190784,13131,6295
751205363882532864,6626,1963
751132876104687617,5332,1394
750868782890057730,5012,1483
750719632563142656,13867,5399
750506206503038976,4662,1231
750429297815552001,13842,4608
750383411068534784,4779,1219
750381685133418496,726,30
750147208377409536,3257,1030
750132105863102464,3817,1365
750117059602808832,4553,1390
750101899009982464,3189,903
750086836815486976,2281,581
750071704093859840,8259,3576
750056684286914561,3299,956
750041628174217216,3331,663
750026558547456000,2845,841
750011400160841729,3407,970
749996283729883136,3187,866
749981277374128128,5362,2618
749774190421639168,4883,1403
749417653287129088,6401,1778
749403093750648834,2757,582
749395845976588288,9029,3709
749317047558017024,5747,2366
749075273010798592,6042,2216
749064354620928000,5023,1620
749036806121881602,3255,838
748977405889503236,11256,3636
748932637671223296,6123,2417
748705597323898880,2898,1013
748699167502000129,4960,1705
748692773788876800,4444,1418
748575535303884801,6352,2118
748568946752774144,2286,716
748346686624440324,5480,1324
748337862848962560,8055,4396
748324050481647620,3874,817
748307329658011649,3840,759
748220828303695873,14825,8327
747963614829678593,6055,2287
747933425676525569,6935,2720
747885874273214464,3085,1050
747844099428986880,2945,801
747816857231626240,5076,1240
747651430853525504,1445,165
747648653817413632,13507,6233
747600769478692864,2429,586
747594051852075008,3866,1120
747512671126323200,5801,1693
747461612269887489,4044,1097
747439450712596480,5683,2055
747242308580548608,0,3071
747219827526344708,5526,1683
747204161125646336,3536,981
747103485104099331,10020,4253
746906459439529985,3014,315
746872823977771008,6279,2290
746818907684614144,5557,1838
746790600704425984,5107,1695
746757706116112384,10019,4162
746726898085036033,6318,1911
746542875601690625,5271,1993
746521445350707200,0,1048
746507379341139972,4852,1150
746369468511756288,6454,1751
746131877086527488,7227,2347
746056683365994496,3709,865
745789745784041472,4211,1135
745712589599014916,7309,2470
745433870967832576,7409,2702
745422732645535745,8972,2583
745314880350101504,7502,2955
745074613265149952,8195,3757
745057283344719872,7547,2419
744995568523612160,3106,660
744971049620602880,8240,2869
744709971296780288,5843,1659
744334592493166593,7069,2272
744234799360020481,163757,83273
744223424764059648,1761,393
743980027717509120,4350,1154
743895849529389061,3805,1017
743835915802583040,0,2212
743609206067040256,4675,1465
743595368194129920,19267,6990
743545585370791937,3673,991
743510151680958465,8261,3935
743253157753532416,4419,1295
743222593470234624,6470,2023
743210557239623680,4011,1452
742534281772302336,7357,3775
742528092657332225,4620,2120
742465774154047488,7586,4136
742423170473463808,10261,4033
742385895052087300,7105,2110
742161199639494656,4537,1464
742150209887731712,5363,1655
741793263812808706,4760,1601
741743634094141440,8532,2933
741438259667034112,3831,884
741303864243200000,9151,3434
741099773336379392,10471,5903
741067306818797568,9864,3277
740995100998766593,6678,2941
740711788199743490,3556,992
740699697422163968,2956,828
740676976021798912,18946,7211
740373189193256964,36350,14121
740365076218183684,2584,462
740359016048689152,3439,909
740214038584557568,6980,2088
739979191639244800,20820,6288
739932936087216128,4226,1145
739844404073074688,3957,906
739623569819336705,3967,1446
739606147276148736,5602,1757
739544079319588864,41397,22704
739485634323156992,7493,3122
739238157791694849,120961,61653
738891149612572673,112,6
738885046782832640,3929,1209
738883359779196928,3473,857
738537504001953792,5311,1653
738402415918125056,3388,892
738184450748633089,4492,1280
738166403467907072,9173,3607
738156290900254721,2638,694
737826014890496000,5498,1864
737800304142471168,10423,3670
737678689543020544,5249,1415
737445876994609152,10712,4729
737322739594330112,3760,858
737310737551491075,15306,7875
736736130620620800,4486,1838
736392552031657984,18508,7863
736365877722001409,4159,1325
736225175608430592,8469,2932
736010884653420544,8220,3154
735991953473572864,3748,1220
735648611367784448,4169,1168
735635087207878657,6435,2488
735274964362878976,13560,5383
735256018284875776,3480,940
735137028879360001,3254,1026
734912297295085568,2849,546
734787690684657664,13080,6673
734776360183431168,2616,576
734559631394082816,1560,418
733828123016450049,3732,823
